Invoice_ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating;;;;;;;;;;;;;;;;;;
75016718428,2,2,1,74.69,7,261415,5489715,152019,0,547222222222222,522.83,261415,9.1;;;;;;Invoice_ID;Branch;Customer type;1;Unit price;Quantity;Tax 5%;Total;Date;Time;cogs;gross income;Rating
82111419046,1,2,1,17.48,6,5244,110124,1182019,0,627777777777778,104.88,5244,6.1;;;;;;78812115741;1;1;1;45.38;3;6.807;142.947;2172019;13:34;136.14;6.807;7.2
41810510656,2,1,1,25.56,7,8946,187866,222019,0,8625,178.92,8946,7.1;;;;;;82111419046;1;2;1;17.48;6;5.244;110.124;1182019;15:04;104.88;5.244;6.1
67817910726,2,2,2,90.63,9,407835,8564535,1182019,0,644444444444444,815.67,407835,5.1;;;;;;41810510656;2;1;1;25.56;7;8.946;187.866;222019;20:42;178.92;8.946;7.1
77616811096,3,1,1,44.12,3,6618,138978,3182019,0,572916666666667,132.36,6618,7.9;;;;;;67817910726;2;2;2;90.63;9;407.835;8.564.535;1182019;15:28;815.67;407.835;5.1
59214611692,2,2,2,36.77,7,128695,2702595,1112019,0,840277777777778,257.39,128695,7.4;;;;;;77616811096;3;1;1;44.12;3;6.618;138.978;3182019;13:45;132.36;6.618;7.9
43413519162,3,2,1,23.34,4,4668,98028,242019,0,786805555555556,93.36,4668,7.4;;;;;;59214611692;2;2;2;36.77;7;128.695;2.702.595;1112019;20:10;257.39;128.695;7.4
14911410304,2,2,2,28.5,8,11.4,239.4,262019,0,6,228,11.4,6.6;;;;;;43413519162;3;2;1;23.34;4;4.668;98.028;242019;18:53;93.36;4.668;7.4
44214416497,3,2,2,55.57,3,83355,1750455,182019,0,4875,166.71,83355,5.9;;;;;;14911410304;2;2;2;28.5;8;11.4;239.4;262019;14:24;228;11.4;6.6
17416410215,3,1,2,69.74,10,34.87,732.27,352019,0,742361111111111,697.4,34.87,8.9;;;;;;44214416497;3;2;2;55.57;3;83.355;1.750.455;182019;11:42;166.71;83.355;5.9
21017419613,2,1,1,97.26,4,19452,408492,3162019,0,647916666666667,389.04,19452,6.8;;;;;;17416410215;3;1;2;69.74;10;34.87;732.27;352019;17:49;697.4;34.87;8.9
29912910180,3,2,1,52.18,7,18263,383523,392019,0,454166666666667,365.26,18263,9.3;;;;;;21017419613;2;1;1;97.26;4;19.452;408.492;3162019;15:33;389.04;19.452;6.8
24711112470,2,2,2,22.32,4,4464,93744,312019,0,682638888888889,89.28,4464,4.4;;;;;;29912910180;3;2;1;52.18;7;18.263;383.523;392019;10:54;365.26;18.263;9.3
63512815728,1,1,2,56,3,8.4,176.4,2282019,0,814583333333333,168,8.4,4.8;;;;;;24711112470;2;2;2;22.32;4;4.464;93.744;312019;16:23;89.28;4.464;4.4
75614910168,1,2,2,19.7,1,0.985,20685,282019,0,485416666666667,19.7,0.985,9.5;;;;;;63512815728;1;1;2;56;3;8.4;176.4;2282019;19:33;168;8.4;4.8
43812311242,1,1,2,75.88,7,26558,557718,1242019,0,443055555555556,531.16,26558,8.9;;;;;;75614910168;1;2;2;19.7;1;0.985;20.685;282019;11:39;19.7;0.985;9.5
23814516950,2,2,2,53.72,1,2686,56406,312019,0,835416666666667,53.72,2686,6.4;;;;;;43812311242;1;1;2;75.88;7;26.558;557.718;1242019;10:38;531.16;26.558;8.9
60716512441,2,2,1,81.95,10,40975,860475,3102019,0,527083333333333,819.5,40975,6;;;;;;23814516950;2;2;2;53.72;1;2.686;56.406;312019;20:03;53.72;2.686;6.4
38612717606,3,2,2,81.2,7,28.42,596.82,3232019,0,665972222222222,568.4,28.42,8.1;;;;;;60716512441;2;2;1;81.95;10;40.975;860.475;3102019;12:39;819.5;40.975;6
13716315492,3,1,2,58.76,10,29.38,616.98,1292019,0,601388888888889,587.6,29.38,9;;;;;;38612717606;3;2;2;81.2;7;28.42;596.82;3232019;15:59;568.4;28.42;8.1
19717717132,3,2,2,91.56,8,36624,769104,1122019,0,765277777777778,732.48,36624,6;;;;;;13716315492;3;1;2;58.76;10;29.38;616.98;1292019;14:26;587.6;29.38;9
80518610265,2,1,2,93.96,9,42282,887922,3202019,0,480555555555556,845.64,42282,9.8;;;;;;19717717132;3;2;2;91.56;8;36.624;769.104;1122019;18:22;732.48;36.624;6
73312911227,1,1,2,55.61,7,194635,4087335,3232019,0,528472222222222,389.27,194635,8.5;;;;;;80518610265;2;1;2;93.96;9;42.282;887.922;3202019;11:32;845.64;42.282;9.8
45117312711,3,1,1,84.83,1,42415,890715,1142019,0,638888888888889,84.83,42415,8.8;;;;;;73312911227;1;1;2;55.61;7;194.635;4.087.335;3232019;12:41;389.27;194.635;8.5
37311410504,3,2,2,71.63,2,7163,150423,2122019,0,60625,143.26,7163,8.8;;;;;;45117312711;3;1;1;84.83;1;42.415;890.715;1142019;15:20;84.83;42.415;8.8
54618012899,1,2,1,37.69,2,3769,79149,2202019,0,645138888888889,75.38,3769,9.5;;;;;;37311410504;3;2;2;71.63;2;7.163;150.423;2122019;14:33;143.26;7.163;8.8
34516819016,1,2,1,31.67,8,12668,266028,122019,0,679861111111111,253.36,12668,5.6;;;;;;54618012899;1;2;1;37.69;2;3.769;79.149;2202019;15:29;75.38;3.769;9.5
39011715806,3,2,2,38.42,1,1921,40341,222019,0,689583333333333,38.42,1921,8.6;;;;;;34516819016;1;2;1;31.67;8;12.668;266.028;122019;16:19;253.36;12.668;5.6
45711311708,3,2,1,65.23,10,32615,684915,182019,0,796527777777778,652.3,32615,5.2;;;;;;39011715806;3;2;2;38.42;1;1.921;40.341;222019;16:33;38.42;1.921;8.6
66411412882,2,2,1,10.53,5,26325,552825,1302019,0,613194444444444,52.65,26325,5.8;;;;;;45711311708;3;2;1;65.23;10;32.615;684.915;182019;19:07;652.3;32.615;5.2
48717916868,3,2,2,12.29,9,55305,1161405,3262019,0,811111111111111,110.61,55305,8;;;;;;66411412882;2;2;1;10.53;5;26.325;552.825;1302019;14:43;52.65;26.325;5.8
31412314520,2,2,1,81.23,7,284305,5970405,1152019,0,863888888888889,568.61,284305,9;;;;;;48717916868;3;2;2;12.29;9;55.305;1.161.405;3262019;19:28;110.61;55.305;8
21013017976,3,2,1,22.32,4,4464,93744,3142019,0,469444444444444,89.28,4464,4.1;;;;;;31412314520;2;2;1;81.23;7;284.305;5.970.405;1152019;20:44;568.61;284.305;9
58518618361,2,1,1,27.28,5,6.82,143.22,232019,0,438194444444444,136.4,6.82,8.6;;;;;;21013017976;3;2;1;22.32;4;4.464;93.744;3142019;11:16;89.28;4.464;4.1
80711417833,1,2,2,17.42,10,8.71,182.91,2222019,0,520833333333333,174.2,8.71,7;;;;;;58518618361;2;1;1;27.28;5;6.82;143.22;232019;10:31;136.4;6.82;8.6
77517211988,1,1,1,73.28,5,18.32,384.72,1242019,0,628472222222222,366.4,18.32,8.4;;;;;;80711417833;1;2;2;17.42;10;8.71;182.91;2222019;12:30;174.2;8.71;7
28813813758,2,2,1,84.87,3,127305,2673405,1252019,0,770833333333333,254.61,127305,7.4;;;;;;77517211988;1;1;1;73.28;5;18.32;384.72;1242019;15:05;366.4;18.32;8.4
65214316591,3,1,1,97.29,8,38916,817236,392019,0,554166666666667,778.32,38916,6.2;;;;;;28813813758;2;2;1;84.87;3;127.305;2.673.405;1252019;18:30;254.61;127.305;7.4
78519610615,1,2,1,35.74,8,14296,300216,2172019,0,644444444444444,285.92,14296,4.9;;;;;;65214316591;3;1;1;97.29;8;38.916;817.236;392019;13:18;778.32;38.916;6.2
40614617107,2,1,2,96.52,6,28956,608076,1112019,0,494444444444444,579.12,28956,4.5;;;;;;78519610615;1;2;1;35.74;8;14.296;300.216;2172019;15:28;285.92;14.296;4.9
25011715703,1,2,1,18.85,10,9425,197925,2272019,0,766666666666667,188.5,9425,5.6;;;;;;40614617107;2;1;2;96.52;6;28.956;608.076;1112019;11:52;579.12;28.956;4.5
15619513964,1,1,1,55.39,4,11078,232638,3252019,0,638194444444444,221.56,11078,8;;;;;;25011715703;1;2;1;18.85;10;9.425;197.925;2272019;18:24;188.5;9.425;5.6
84214018179,1,2,2,77.2,10,38.6,810.6,2112019,0,443055555555556,772,38.6,5.6;;;;;;15619513964;1;1;1;55.39;4;11.078;232.638;3252019;15:19;221.56;11.078;8
52510918450,2,1,1,72.13,10,36065,757365,1312019,0,633333333333333,721.3,36065,4.2;;;;;;84214018179;1;2;2;77.2;10;38.6;810.6;2112019;10:38;772;38.6;5.6
41016711709,2,2,1,63.88,8,25552,536592,1202019,0,741666666666667,511.04,25552,9.9;;;;;;52510918450;2;1;1;72.13;10;36.065;757.365;1312019;15:12;721.3;36.065;4.2
58717314862,1,2,2,10.69,5,26725,561225,3262019,0,463194444444444,53.45,26725,7.6;;;;;;41016711709;2;2;1;63.88;8;25.552;536.592;1202019;17:48;511.04;25.552;9.9
78718712010,1,2,1,55.5,4,11.1,233.1,1202019,0,658333333333333,222,11.1,6.6;;;;;;58717314862;1;2;2;10.69;5;26.725;561.225;3262019;11:07;53.45;26.725;7.6
59311414239,1,1,1,95.46,8,38184,801864,352019,0,819444444444445,763.68,38184,4.7;;;;;;78718712010;1;2;1;55.5;4;11.1;233.1;1202019;15:48;222;11.1;6.6
80118810346,2,1,2,76.06,3,11409,239589,152019,0,854166666666667,228.18,11409,9.8;;;;;;59311414239;1;1;1;95.46;8;38.184;801.864;352019;19:40;763.68;38.184;4.7
38817612555,3,1,1,13.69,6,4107,86247,2132019,0,582638888888889,82.14,4107,6.3;;;;;;80118810346;2;1;2;76.06;3;11.409;239.589;152019;20:30;228.18;11.409;9.8
71113111234,2,1,1,95.64,4,19128,401688,3162019,0,785416666666667,382.56,19128,7.9;;;;;;38817612555;3;1;1;13.69;6;4.107;86.247;2132019;13:59;82.14;4.107;6.3
88615416089,2,1,1,11.43,6,3429,72009,1152019,0,725,68.58,3429,7.7;;;;;;71113111234;2;1;1;95.64;4;19.128;401.688;3162019;18:51;382.56;19.128;7.9
70713217409,1,2,1,95.54,4,19108,401268,2262019,0,498611111111111,382.16,19108,4.5;;;;;;88615416089;2;1;1;11.43;6;3.429;72.009;1152019;17:24;68.58;3.429;7.7
75919814285,2,2,1,85.87,7,300545,6311445,2272019,0,792361111111111,601.09,300545,8;;;;;;70713217409;1;2;1;95.54;4;19.108;401.268;2262019;11:58;382.16;19.108;4.5
20116318275,3,2,1,67.99,7,237965,4997265,2172019,0,701388888888889,475.93,237965,5.7;;;;;;75919814285;2;2;1;85.87;7;300.545;6.311.445;2272019;19:01;601.09;300.545;8
47110618611,3,1,2,52.42,1,2621,55041,262019,0,431944444444444,52.42,2621,6.3;;;;;;20116318275;3;2;1;67.99;7;237.965;4.997.265;2172019;16:50;475.93;237.965;5.7
20011615952,3,2,1,65.65,2,6565,137865,1172019,0,698611111111111,131.3,6565,6;;;;;;47110618611;3;1;2;52.42;1;2.621;55.041;262019;10:22;52.42;2.621;6.3
12015412248,3,1,2,28.86,5,7215,151515,1222019,0,755555555555556,144.3,7215,8;;;;;;20011615952;3;2;1;65.65;2;6.565;137.865;1172019;16:46;131.3;6.565;6
10217712261,2,2,2,65.31,7,228585,4800285,352019,0,751388888888889,457.17,228585,4.2;;;;;;12015412248;3;1;2;28.86;5;7.215;151.515;1222019;18:08;144.3;7.215;8
87513118302,3,1,2,93.38,1,4669,98049,132019,0,546527777777778,93.38,4669,9.6;;;;;;10217712261;2;2;2;65.31;7;228.585;4.800.285;352019;18:02;457.17;228.585;4.2
10210612002,2,2,2,25.25,5,63125,1325625,3202019,0,744444444444444,126.25,63125,6.1;;;;;;87513118302;3;1;2;93.38;1;4.669;98.049;132019;13:07;93.38;4.669;9.6
45719410464,3,2,2,87.87,9,395415,8303715,1312019,0,855555555555556,790.83,395415,5.6;;;;;;10210612002;2;2;2;25.25;5;63.125;1.325.625;3202019;17:52;126.25;63.125;6.1
62914214133,2,1,1,21.8,8,8.72,183.12,2192019,0,808333333333333,174.4,8.72,8.3;;;;;;45719410464;3;2;2;87.87;9;395.415;8.303.715;1312019;20:32;790.83;395.415;5.6
53415313526,3,1,1,94.76,4,18952,397992,2112019,0,670833333333333,379.04,18952,7.8;;;;;;62914214133;2;1;1;21.8;8;8.72;183.12;2192019;19:24;174.4;8.72;8.3
30710412070,1,2,1,30.62,1,1531,32151,252019,0,593055555555556,30.62,1531,4.1;;;;;;53415313526;3;1;1;94.76;4;18.952;397.992;2112019;16:06;379.04;18.952;7.8
46819917231,1,1,1,44.01,8,17604,369684,332019,0,733333333333333,352.08,17604,8.8;;;;;;30710412070;1;2;1;30.62;1;1.531;32.151;252019;14:14;30.62;1.531;4.1
51617716464,3,2,2,10.16,5,2.54,53.34,2242019,0,547222222222222,50.8,2.54,4.1;;;;;;46819917231;1;1;1;44.01;8;17.604;369.684;332019;17:36;352.08;17.604;8.8
40419115964,3,1,2,74.58,7,26103,548163,242019,0,672916666666667,522.06,26103,9;;;;;;51617716464;3;2;2;10.16;5;2.54;53.34;2242019;13:08;50.8;2.54;4.1
88617719084,1,1,1,71.89,8,28756,603876,2192019,0,48125,575.12,28756,5.5;;;;;;40419115964;3;1;2;74.58;7;26.103;548.163;242019;16:09;522.06;26.103;9
79013814466,3,1,2,10.99,5,27475,576975,1232019,0,429166666666667,54.95,27475,9.3;;;;;;88617719084;1;1;1;71.89;8;28.756;603.876;2192019;11:33;575.12;28.756;5.5
70411014056,3,2,2,60.47,3,90705,1904805,1142019,0,454861111111111,181.41,90705,5.6;;;;;;79013814466;3;1;2;10.99;5;27.475;576.975;1232019;10:18;54.95;27.475;9.3
49713716538,3,1,2,58.91,7,206185,4329885,1172019,0,635416666666667,412.37,206185,9.7;;;;;;70411014056;3;2;2;60.47;3;90.705;1.904.805;1142019;10:55;181.41;90.705;5.6
65119615970,1,1,2,46.41,1,23205,487305,332019,0,8375,46.41,23205,4;;;;;;49713716538;3;1;2;58.91;7;206.185;4.329.885;1172019;15:15;412.37;206.185;9.7
40018014065,1,2,1,68.55,4,13.71,287.91,2152019,0,847916666666667,274.2,13.71,9.2;;;;;;65119615970;1;1;2;46.41;1;23.205;487.305;332019;20:06;46.41;23.205;4
74411617898,3,1,2,97.37,10,48685,1022385,1152019,0,575,973.7,48685,4.9;;;;;;40018014065;1;2;1;68.55;4;13.71;287.91;2152019;20:21;274.2;13.71;9.2
26311215321,2,2,1,92.6,7,32.41,680.61,2272019,0,536111111111111,648.2,32.41,9.3;;;;;;74411617898;3;1;2;97.37;10;48.685;1.022.385;1152019;13:48;973.7;48.685;4.9
70217210487,1,1,2,46.61,2,4661,97881,2262019,0,519444444444444,93.22,4661,6.6;;;;;;26311215321;2;2;1;92.6;7;32.41;680.61;2272019;12:52;648.2;32.41;9.3
60518311050,1,1,1,27.18,2,2718,57078,3152019,0,684722222222222,54.36,2718,4.3;;;;;;70217210487;1;1;2;46.61;2;4.661;97.881;2262019;12:28;93.22;4.661;6.6
44316019639,2,2,1,60.87,1,30435,639135,1242019,0,558333333333333,60.87,30435,5.5;;;;;;60518311050;1;1;1;27.18;2;2.718;57.078;3152019;16:26;54.36;2.718;4.3
86412417918,3,2,2,24.49,10,12245,257145,2222019,0,635416666666667,244.9,12245,8.1;;;;;;44316019639;2;2;1;60.87;1;30.435;639.135;1242019;13:24;60.87;30.435;5.5
35919415395,1,1,2,92.78,1,4639,97419,3152019,0,451388888888889,92.78,4639,9.8;;;;;;86412417918;3;2;2;24.49;10;12.245;257.145;2222019;15:15;244.9;12.245;8.1
40110914232,2,2,2,86.69,5,216725,4551225,2112019,0,776388888888889,433.45,216725,9.4;;;;;;35919415395;1;1;2;92.78;1;4.639;97.419;3152019;10:50;92.78;4.639;9.8
75111516198,3,1,1,23.01,6,6903,144963,1122019,0,697916666666667,138.06,6903,7.9;;;;;;40110914232;2;2;2;86.69;5;216.725;4.551.225;2112019;18:38;433.45;216.725;9.4
32414116833,2,2,2,30.2,8,12.08,253.68,332019,0,8125,241.6,12.08,5.1;;;;;;75111516198;3;1;1;23.01;6;6.903;144.963;1122019;16:45;138.06;6.903;7.9
47413318305,3,2,1,67.39,7,235865,4953165,3232019,0,557638888888889,471.73,235865,6.9;;;;;;32414116833;2;2;2;30.2;8;12.08;253.68;332019;19:30;241.6;12.08;5.1
75912919521,3,2,1,48.96,9,22032,462672,342019,0,477083333333333,440.64,22032,8;;;;;;47413318305;3;2;1;67.39;7;235.865;4.953.165;3232019;13:23;471.73;235.865;6.9
83118116575,1,2,1,75.59,9,340155,7143255,2232019,0,466666666666667,680.31,340155,8;;;;;;75912919521;3;2;1;48.96;9;22.032;462.672;342019;11:27;440.64;22.032;8
22016816701,2,1,1,77.47,4,15494,325374,3172019,0,691666666666667,309.88,15494,4.2;;;;;;83118116575;1;2;1;75.59;9;340.155;7.143.255;2232019;11:12;680.31;340.155;8
61813418551,1,1,1,93.18,2,9318,195678,1162019,0,778472222222222,186.36,9318,8.5;;;;;;22016816701;2;1;1;77.47;4;15.494;325.374;3172019;16:36;309.88;15.494;4.2
25716017754,1,1,1,50.23,4,10046,210966,182019,0,716666666666667,200.92,10046,9;;;;;;61813418551;1;1;1;93.18;2;9.318;195.678;1162019;18:41;186.36;9.318;8.5
55916115987,1,1,1,17.75,1,0.8875,186375,1142019,0,443055555555556,17.75,0.8875,8.6;;;;;;25716017754;1;1;1;50.23;4;10.046;210.966;182019;17:12;200.92;10.046;9
18915512313,2,1,2,62.18,10,31.09,652.89,1312019,0,439583333333333,621.8,31.09,6;;;;;;55916115987;1;1;1;17.75;1;0.8875;186.375;1142019;10:38;17.75;0.8875;8.6
56519114567,3,1,1,10.75,8,4.3,90.3,3152019,0,609722222222222,86,4.3,6.2;;;;;;18915512313;2;1;2;62.18;10;31.09;652.89;1312019;10:33;621.8;31.09;6
38016015336,2,1,1,40.26,10,20.13,422.73,2242019,0,754166666666667,402.6,20.13,5;;;;;;56519114567;3;1;1;10.75;8;4.3;90.3;3152019;14:38;86;4.3;6.2
81510416282,1,2,2,64.97,5,162425,3410925,282019,0,536111111111111,324.85,162425,6.5;;;;;;38016015336;2;1;1;40.26;10;20.13;422.73;2242019;18:06;402.6;20.13;5
67415616360,3,1,1,95.15,1,47575,999075,3222019,0,583333333333333,95.15,47575,6;;;;;;81510416282;1;2;2;64.97;5;162.425;3.410.925;282019;12:52;324.85;162.425;6.5
77813412523,1,2,1,48.62,8,19448,408408,1242019,0,45625,388.96,19448,5;;;;;;67415616360;3;1;1;95.15;1;47.575;999.075;3222019;14:00;95.15;47.575;6
49912717781,1,1,1,53.21,8,21284,446964,3142019,0,697916666666667,425.68,21284,5;;;;;;77813412523;1;2;1;48.62;8;19.448;408.408;1242019;10:57;388.96;19.448;5
47715912456,2,1,2,45.44,7,15904,333984,1232019,0,46875,318.08,15904,9.2;;;;;;49912717781;1;1;1;53.21;8;21.284;446.964;3142019;16:45;425.68;21.284;5
83215116761,3,1,2,33.88,8,13552,284592,1192019,0,853472222222222,271.04,13552,9.6;;;;;;47715912456;2;1;2;45.44;7;15.904;333.984;1232019;11:15;318.08;15.904;9.2
86911113082,1,2,2,96.16,4,19232,403872,1272019,0,835416666666667,384.64,19232,8.4;;;;;;83215116761;3;1;2;33.88;8;13.552;284.592;1192019;20:29;271.04;13.552;9.6
19015913964,2,2,2,47.16,5,11.79,247.59,232019,0,607638888888889,235.8,11.79,6;;;;;;86911113082;1;2;2;96.16;4;19.232;403.872;1272019;20:03;384.64;19.232;8.4
36614316862,2,1,1,52.89,4,10578,222138,3252019,0,688888888888889,211.56,10578,6.7;;;;;;19015913964;2;2;2;47.16;5;11.79;247.59;232019;14:35;235.8;11.79;6
18614318965,2,2,2,47.68,2,4768,100128,2242019,0,423611111111111,95.36,4768,4.1;;;;;;36614316862;2;1;1;52.89;4;10.578;222.138;3252019;16:32;211.56;10.578;6.7
78412119238,1,2,1,10.17,1,0.5085,106785,272019,0,59375,10.17,0.5085,5.9;;;;;;18614318965;2;2;2;47.68;2;4.768;100.128;2242019;10:10;95.36;4.768;4.1
27617516884,3,1,1,68.71,3,103065,2164365,342019,0,420138888888889,206.13,103065,8.7;;;;;;78412119238;1;2;1;10.17;1;0.5085;106.785;272019;14:15;10.17;0.5085;5.9
10918614363,1,2,1,60.08,7,21028,441588,2142019,0,483333333333333,420.56,21028,4.5;;;;;;27617516884;3;1;1;68.71;3;103.065;2.164.365;342019;10:05;206.13;103.065;8.7
56917612760,2,2,1,22.01,4,4402,92442,1292019,0,760416666666667,88.04,4402,6.6;;;;;;10918614363;1;2;1;60.08;7;21.028;441.588;2142019;11:36;420.56;21.028;4.5
22214210244,1,2,2,72.11,9,324495,6814395,1282019,0,578472222222222,648.99,324495,7.7;;;;;;56917612760;2;2;1;22.01;4;4.402;92.442;1292019;18:15;88.04;4.402;6.6
76015319233,2,2,2,41.28,3,6192,130032,3262019,0,775694444444444,123.84,6192,8.5;;;;;;22214210244;1;2;2;72.11;9;324.495;6.814.395;1282019;13:53;648.99;324.495;7.7
53812210304,1,1,1,64.95,10,32475,681975,3242019,0,76875,649.5,32475,5.2;;;;;;76015319233;2;2;2;41.28;3;6.192;130.032;3262019;18:37;123.84;6.192;8.5
41611719926,3,2,2,74.22,10,37.11,779.31,112019,0,6125,742.2,37.11,4.3;;;;;;53812210304;1;1;1;64.95;10;32.475;681.975;3242019;18:27;649.5;32.475;5.2
23714416163,1,1,2,10.56,8,4224,88704,1242019,0,738194444444444,84.48,4224,7.6;;;;;;41611719926;3;2;2;74.22;10;37.11;779.31;112019;14:42;742.2;37.11;4.3
63611710325,1,1,1,62.57,4,12514,262794,2252019,0,775694444444444,250.28,12514,9.5;;;;;;23714416163;1;1;2;10.56;8;4.224;88.704;1242019;17:43;84.48;4.224;7.6
34317519322,2,2,2,11.85,8,4.74,99.54,192019,0,690277777777778,94.8,4.74,4.1;;;;;;63611710325;1;1;1;62.57;4;12.514;262.794;2252019;18:37;250.28;12.514;9.5
52811419470,2,2,1,91.3,1,4565,95865,2142019,0,6125,91.3,4565,9.2;;;;;;34317519322;2;2;2;11.85;8;4.74;99.54;192019;16:34;94.8;4.74;4.1
42714519297,1,2,2,40.73,7,142555,2993655,3122019,0,459027777777778,285.11,142555,5.4;;;;;;52811419470;2;2;1;91.3;1;4.565;95.865;2142019;14:42;91.3;4.565;9.2
80713413742,2,1,2,52.38,1,2619,54999,3262019,0,822222222222222,52.38,2619,5.8;;;;;;42714519297;1;2;2;40.73;7;142.555;2.993.655;3122019;11:01;285.11;142.555;5.4
28816211085,1,2,2,38.54,5,9635,202335,192019,0,565277777777778,192.7,9635,5.6;;;;;;80713413742;2;1;2;52.38;1;2.619;54.999;3262019;19:44;52.38;2.619;5.8
67017117306,1,1,2,44.63,6,13389,281169,122019,0,838888888888889,267.78,13389,5.1;;;;;;28816211085;1;2;2;38.54;5;9.635;202.335;192019;13:34;192.7;9.635;5.6
66012917083,2,1,1,55.87,10,27935,586635,1152019,0,625694444444444,558.7,27935,5.8;;;;;;67017117306;1;1;2;44.63;6;13.389;281.169;122019;20:08;267.78;13.389;5.1
27117718740,3,2,2,29.22,6,8766,184086,112019,0,486111111111111,175.32,8766,5;;;;;;66012917083;2;1;1;55.87;10;27.935;586.635;1152019;15:01;558.7;27.935;5.8
49713610989,3,1,2,51.94,3,7791,163611,2152019,0,639583333333333,155.82,7791,7.9;;;;;;27117718740;3;2;2;29.22;6;8.766;184.086;112019;11:40;175.32;8.766;5
29115911384,1,1,1,60.3,1,3015,63315,2282019,0,734722222222222,60.3,3015,6;;;;;;49713610989;3;1;2;51.94;3;7.791;163.611;2152019;15:21;155.82;7.791;7.9
86017316466,2,2,1,39.47,2,3947,82887,322019,0,677777777777778,78.94,3947,5;;;;;;29115911384;1;1;1;60.3;1;3.015;63.315;2282019;17:38;60.3;3.015;6
54912319016,1,2,2,14.87,2,1487,31227,2132019,0,760416666666667,29.74,1487,8.9;;;;;;86017316466;2;2;1;39.47;2;3.947;82.887;322019;16:16;78.94;3.947;5
89613410956,3,1,2,21.32,1,1066,22386,1262019,0,529861111111111,21.32,1066,5.9;;;;;;54912319016;1;2;2;14.87;2;1.487;31.227;2132019;18:15;29.74;1.487;8.9
80413813935,1,2,2,93.78,3,14067,295407,1302019,0,480555555555556,281.34,14067,5.9;;;;;;89613410956;3;1;2;21.32;1;1.066;22.386;1262019;12:43;21.32;1.066;5.9
58519010249,1,2,1,73.26,1,3663,76923,1272019,0,755555555555556,73.26,3663,9.7;;;;;;80413813935;1;2;2;93.78;3;14.067;295.407;1302019;11:32;281.34;14.067;5.9
86212915914,1,1,1,22.38,1,1119,23499,1302019,0,713888888888889,22.38,1119,8.6;;;;;;58519010249;1;2;1;73.26;1;3.663;76.923;1272019;18:08;73.26;3.663;9.7
84519416841,3,2,1,72.88,9,32796,688716,182019,0,818055555555556,655.92,32796,4;;;;;;86212915914;1;1;1;22.38;1;1.119;23.499;1302019;17:08;22.38;1.119;8.6
12514512293,3,1,2,99.1,6,29.73,624.33,1192019,0,549305555555556,594.6,29.73,4.2;;;;;;84519416841;3;2;1;72.88;9;32.796;688.716;182019;19:38;655.92;32.796;4
84317314724,1,1,1,74.1,1,3705,77805,1252019,0,461805555555556,74.1,3705,9.2;;;;;;12514512293;3;1;2;99.1;6;29.73;624.33;1192019;13:11;594.6;29.73;4.2
40913319708,1,1,2,98.48,2,9848,206808,2192019,0,425,196.96,9848,9.2;;;;;;84317314724;1;1;1;74.1;1;3.705;77.805;1252019;11:05;74.1;3.705;9.2
65816613967,1,1,1,53.19,7,186165,3909465,1142019,0,654166666666667,372.33,186165,5;;;;;;40913319708;1;1;2;98.48;2;9.848;206.808;2192019;10:12;196.96;9.848;9.2
86617012814,3,1,1,52.79,10,26395,554295,2252019,0,498611111111111,527.9,26395,10;;;;;;65816613967;1;1;1;53.19;7;186.165;3.909.465;1142019;15:42;372.33;186.165;5
16012212687,2,2,1,95.95,5,239875,5037375,1232019,0,597916666666667,479.75,239875,8.8;;;;;;86617012814;3;1;1;52.79;10;26.395;554.295;2252019;11:58;527.9;26.395;10
89510316665,1,1,2,36.51,9,164295,3450195,2162019,0,452777777777778,328.59,164295,4.2;;;;;;16012212687;2;2;1;95.95;5;239.875;5.037.375;1232019;14:21;479.75;239.875;8.8
77014218960,2,1,1,21.12,8,8448,177408,112019,0,813194444444444,168.96,8448,6.3;;;;;;89510316665;1;1;2;36.51;9;164.295;3.450.195;2162019;10:52;328.59;164.295;4.2
74814512862,2,2,2,28.31,4,5662,118902,372019,0,774305555555555,113.24,5662,8.2;;;;;;77014218960;2;1;1;21.12;8;8.448;177.408;112019;19:31;168.96;8.448;6.3
23413612483,1,1,1,57.59,6,17277,362817,2152019,0,577083333333333,345.54,17277,5.1;;;;;;74814512862;2;2;2;28.31;4;5.662;118.902;372019;18:35;113.24;5.662;8.2
31616613011,2,2,1,47.63,9,214335,4501035,1232019,0,524305555555556,428.67,214335,5;;;;;;23413612483;1;1;1;57.59;6;17.277;362.817;2152019;13:51;345.54;17.277;5.1
84819516252,1,2,2,86.27,1,43135,905835,2202019,0,558333333333333,86.27,43135,7;;;;;;31616613011;2;2;1;47.63;9;214.335;4.501.035;1232019;12:35;428.67;214.335;5
84017615966,3,2,1,12.76,2,1276,26796,182019,0,754166666666667,25.52,1276,7.8;;;;;;84819516252;1;2;2;86.27;1;43.135;905.835;2202019;13:24;86.27;43.135;7
15210314217,1,1,1,11.28,9,5076,106596,3172019,0,496527777777778,101.52,5076,4.3;;;;;;84017615966;3;2;1;12.76;2;1.276;26.796;182019;18:06;25.52;1.276;7.8
