Branch;City;Customer type;Gender;Unit price;Quantity;Tax 5%;Total;Time;Payment;cogs;gross income;Rating;;Branch,City,Customer type,Gender,Unit price,Quantity,Tax 5%,Total,Time,Payment,cogs,gross income,Rating
1;1;2;1;21.32;1;1.066;22.386;12:43;2;21.32;1.066;5.9;;1,1,2,1,21.32,1,1066,22386,0,529861111111111,2,21.32,1066,5.9
1;1;1;1;93.78;3;14.067;295.407;11:32;3;281.34;14.067;5.9;;1,1,1,1,93.78,3,14067,295407,0,480555555555556,3,281.34,14067,5.9
1;1;1;1;73.26;1;3.663;76.923;18:08;1;73.26;3.663;9.7;;1,1,1,1,73.26,1,3663,76923,0,755555555555556,1,73.26,3663,9.7
3;2;2;2;22.38;1;1.119;23.499;17:08;3;22.38;1.119;8.6;;3,2,2,2,22.38,1,1119,23499,0,713888888888889,3,22.38,1119,8.6
3;2;1;2;72.88;9;32.796;688.716;19:38;2;655.92;32.796;4;;3,2,1,2,72.88,9,32796,688716,0,818055555555556,2,655.92,32796,4
1;1;2;2;99.1;6;29.73;624.33;13:11;2;594.6;29.73;4.2;;1,1,2,2,99.1,6,29.73,624.33,0,549305555555556,2,594.6,29.73,4.2
1;1;2;1;74.1;1;3.705;77.805;11:05;2;74.1;3.705;9.2;;1,1,2,1,74.1,1,3705,77805,0,461805555555556,2,74.1,3705,9.2
1;1;2;2;98.48;2;9.848;206.808;10:12;1;196.96;9.848;9.2;;1,1,2,2,98.48,2,9848,206808,0,425,1,196.96,9848,9.2
3;2;2;1;53.19;7;186.165;3.909.465;15:42;1;372.33;186.165;5;;3,2,2,1,53.19,7,186165,3909465,0,654166666666667,1,372.33,186165,5
2;3;2;2;52.79;10;26.395;554.295;11:58;1;527.9;26.395;10;;2,3,2,2,52.79,10,26395,554295,0,498611111111111,1,527.9,26395,10
1;1;1;2;95.95;5;239.875;5.037.375;14:21;1;479.75;239.875;8.8;;1,1,1,2,95.95,5,239875,5037375,0,597916666666667,1,479.75,239875,8.8
2;3;2;2;36.51;9;164.295;3.450.195;10:52;2;328.59;164.295;4.2;;2,3,2,2,36.51,9,164295,3450195,0,452777777777778,2,328.59,164295,4.2
2;3;2;1;21.12;8;8.448;177.408;19:31;2;168.96;8.448;6.3;;2,3,2,1,21.12,8,8448,177408,0,813194444444444,2,168.96,8448,6.3
1;1;1;2;28.31;4;5.662;118.902;18:35;2;113.24;5.662;8.2;;1,1,1,2,28.31,4,5662,118902,0,774305555555555,2,113.24,5662,8.2
2;3;2;1;57.59;6;17.277;362.817;13:51;2;345.54;17.277;5.1;;2,3,2,1,57.59,6,17277,362817,0,577083333333333,2,345.54,17277,5.1
1;1;1;2;47.63;9;214.335;4.501.035;12:35;2;428.67;214.335;5;;1,1,1,2,47.63,9,214335,4501035,0,524305555555556,2,428.67,214335,5
3;2;1;2;86.27;1;43.135;905.835;13:24;1;86.27;43.135;7;;3,2,1,2,86.27,1,43135,905835,0,558333333333333,1,86.27,43135,7
1;1;1;1;12.76;2;1.276;26.796;18:06;1;25.52;1.276;7.8;;1,1,1,1,12.76,2,1276,26796,0,754166666666667,1,25.52,1276,7.8
2;3;2;2;11.28;9;5.076;106.596;11:55;3;101.52;5.076;4.3;;2,3,2,2,11.28,9,5076,106596,0,496527777777778,3,101.52,5076,4.3
2;3;2;2;51.07;7;178.745;3.753.645;11:42;2;357.49;178.745;7;;2,3,2,2,51.07,7,178745,3753645,0,4875,2,357.49,178745,7
1;1;1;2;79.59;3;119.385;2.507.085;14:30;2;238.77;119.385;6.6;;1,1,1,2,79.59,3,119385,2507085,0,604166666666667,2,238.77,119385,6.6
3;2;1;1;33.81;3;50.715;1.065.015;15:11;1;101.43;50.715;7.3;;3,2,1,1,33.81,3,50715,1065015,0,632638888888889,1,101.43,50715,7.3
2;3;1;1;90.53;8;36.212;760.452;14:48;3;724.24;36.212;6.5;;2,3,1,1,90.53,8,36212,760452,0,616666666666667,3,724.24,36212,6.5
3;2;1;2;62.82;2;6.282;131.922;12:36;1;125.64;6.282;4.9;;3,2,1,2,62.82,2,6282,131922,0,525,1,125.64,6282,4.9
3;2;1;1;24.31;3;36.465;765.765;19:09;3;72.93;36.465;4.3;;3,2,1,1,24.31,3,36465,765765,0,797916666666667,3,72.93,36465,4.3
1;1;2;1;64.59;4;12.918;271.278;13:35;1;258.36;12.918;9.3;;1,1,2,1,64.59,4,12918,271278,0,565972222222222,1,258.36,12918,9.3
1;1;1;1;24.82;7;8.687;182.427;10:33;3;173.74;8.687;7.1;;1,1,1,1,24.82,7,8687,182427,0,439583333333333,3,173.74,8687,7.1
3;2;2;1;56.5;1;2.825;59.325;15:45;1;56.5;2.825;9.6;;3,2,2,1,56.5,1,2825,59325,0,65625,1,56.5,2825,9.6
2;3;1;2;21.43;10;10.715;225.015;11:51;2;214.3;10.715;6.2;;2,3,1,2,21.43,10,10715,225015,0,49375,2,214.3,10715,6.2
1;1;1;1;89.06;6;26.718;561.078;17:26;2;534.36;26.718;9.9;;1,1,1,1,89.06,6,26718,561078,0,726388888888889,2,534.36,26718,9.9
1;1;1;1;23.29;4;4.658;97.818;11:52;3;93.16;4.658;5.9;;1,1,1,1,23.29,4,4658,97818,0,494444444444444,3,93.16,4658,5.9
3;2;2;1;65.26;8;26.104;548.184;14:04;1;522.08;26.104;6.3;;3,2,2,1,65.26,8,26104,548184,0,586111111111111,1,522.08,26104,6.3
3;2;1;1;52.35;1;26.175;549.675;17:49;2;52.35;26.175;4;;3,2,1,1,52.35,1,26175,549675,0,742361111111111,2,52.35,26175,4
2;3;1;1;39.75;1;19.875;417.375;20:19;2;39.75;19.875;6.1;;2,3,1,1,39.75,1,19875,417375,0,846527777777778,2,39.75,19875,6.1
1;1;2;2;90.02;8;36.008;756.168;16:08;3;720.16;36.008;4.5;;1,1,2,2,90.02,8,36008,756168,0,672222222222222,3,720.16,36008,4.5
2;3;1;2;12.1;8;4.84;101.64;10:17;1;96.8;4.84;8.6;;2,3,1,2,12.1,8,4.84,101.64,0,428472222222222,1,96.8,4.84,8.6
2;3;1;2;33.21;10;16.605;348.705;14:25;1;332.1;16.605;6;;2,3,1,2,33.21,10,16605,348705,0,600694444444444,1,332.1,16605,6
3;2;1;2;10.18;8;4.072;85.512;12:51;3;81.44;4.072;9.5;;3,2,1,2,10.18,8,4072,85512,0,535416666666667,3,81.44,4072,9.5
2;3;1;1;31.99;10;15.995;335.895;15:18;3;319.9;15.995;9.9;;2,3,1,1,31.99,10,15995,335895,0,6375,3,319.9,15995,9.9
1;1;1;2;34.42;6;10.326;216.846;12:45;1;206.52;10.326;7.5;;1,1,1,2,34.42,6,10326,216846,0,53125,1,206.52,10326,7.5
1;1;1;2;83.34;2;8.334;175.014;13:37;2;166.68;8.334;7.6;;1,1,1,2,83.34,2,8334,175014,0,567361111111111,2,166.68,8334,7.6
1;1;2;1;45.58;7;15.953;335.013;10:03;2;319.06;15.953;5;;1,1,2,1,45.58,7,15953,335013,0,41875,2,319.06,15953,5
1;1;1;1;87.9;1;4.395;92.295;19:42;1;87.9;4.395;6.7;;1,1,1,1,87.9,1,4395,92295,0,820833333333333,1,87.9,4395,6.7
1;1;1;2;73.47;10;36.735;771.435;13:14;1;734.7;36.735;9.5;;1,1,1,2,73.47,10,36735,771435,0,551388888888889,1,734.7,36735,9.5
3;2;2;2;12.19;8;4.876;102.396;12:47;1;97.52;4.876;6.8;;3,2,2,2,12.19,8,4876,102396,0,532638888888889,1,97.52,4876,6.8
1;1;1;1;76.92;10;38.46;807.66;19:53;1;769.2;38.46;5.6;;1,1,1,1,76.92,10,38.46,807.66,0,828472222222222,1,769.2,38.46,5.6
3;2;2;2;83.66;5;20.915;439.215;10:26;2;418.3;20.915;7.2;;3,2,2,2,83.66,5,20915,439215,0,434722222222222,2,418.3,20915,7.2
2;3;2;2;57.91;8;23.164;486.444;15:06;2;463.28;23.164;8.1;;2,3,2,2,57.91,8,23164,486444,0,629166666666667,2,463.28,23164,8.1
3;2;1;2;92.49;5;231.225;4.855.725;16:35;3;462.45;231.225;8.6;;3,2,1,2,92.49,5,231225,4855725,0,690972222222222,3,462.45,231225,8.6
2;3;2;1;28.38;5;7.095;148.995;20:57;2;141.9;7.095;9.4;;2,3,2,1,28.38,5,7095,148995,0,872916666666667,2,141.9,7095,9.4
2;3;1;1;50.45;6;15.135;317.835;15:16;3;302.7;15.135;8.9;;2,3,1,1,50.45,6,15135,317835,0,636111111111111,3,302.7,15135,8.9
2;3;2;1;99.16;8;39.664;832.944;17:47;3;793.28;39.664;4.2;;2,3,2,1,99.16,8,39664,832944,0,740972222222222,3,793.28,39664,4.2
3;2;2;1;60.74;7;21.259;446.439;16:23;1;425.18;21.259;5;;3,2,2,1,60.74,7,21259,446439,0,682638888888889,1,425.18,21259,5
3;2;1;2;47.27;6;14.181;297.801;10:17;2;283.62;14.181;8.8;;3,2,1,2,47.27,6,14181,297801,0,428472222222222,2,283.62,14181,8.8
3;2;1;1;85.6;7;29.96;629.16;13:50;2;599.2;29.96;5.3;;3,2,1,1,85.6,7,29.96,629.16,0,576388888888889,2,599.2,29.96,5.3
1;1;1;1;35.04;9;15.768;331.128;19:17;1;315.36;15.768;4.6;;1,1,1,1,35.04,9,15768,331128,0,803472222222222,1,315.36,15768,4.6
3;2;1;2;44.84;9;20.178;423.738;14:00;3;403.56;20.178;7.5;;3,2,1,2,44.84,9,20178,423738,0,583333333333333,3,403.56,20178,7.5
2;3;2;1;45.97;4;9.194;193.074;12:02;1;183.88;9.194;5.1;;2,3,2,1,45.97,4,9194,193074,0,501388888888889,1,183.88,9194,5.1
1;1;1;2;27.73;5;69.325;1.455.825;20:21;3;138.65;69.325;4.2;;1,1,1,2,27.73,5,69325,1455825,0,847916666666667,3,138.65,69325,4.2
1;1;2;1;11.53;7;40.355;847.455;17:35;2;80.71;40.355;8.1;;1,1,2,1,11.53,7,40355,847455,0,732638888888889,2,80.71,40355,8.1
3;2;2;2;58.32;2;5.832;122.472;12:42;1;116.64;5.832;6;;3,2,2,2,58.32,2,5832,122472,0,529166666666667,1,116.64,5832,6
3;2;1;2;78.38;4;15.676;329.196;17:56;2;313.52;15.676;7.9;;3,2,1,2,78.38,4,15676,329196,0,747222222222222,2,313.52,15676,7.9
3;2;2;1;84.61;10;42.305;888.405;18:58;3;846.1;42.305;8.8;;3,2,2,1,84.61,10,42305,888405,0,790277777777778,3,846.1,42305,8.8
2;3;2;2;82.88;5;20.72;435.12;14:08;3;414.4;20.72;6.6;;2,3,2,2,82.88,5,20.72,435.12,0,588888888888889,3,414.4,20.72,6.6
1;1;1;2;79.54;2;7.954;167.034;16:30;1;159.08;7.954;6.2;;1,1,1,2,79.54,2,7954,167034,0,6875,1,159.08,7954,6.2
2;3;2;2;49.01;10;24.505;514.605;10:44;3;490.1;24.505;4.2;;2,3,2,2,49.01,10,24505,514605,0,447222222222222,3,490.1,24505,4.2
2;3;1;2;29.15;3;43.725;918.225;20:29;3;87.45;43.725;7.3;;2,3,1,2,29.15,3,43725,918225,0,853472222222222,3,87.45,43725,7.3
3;2;2;2;56.13;4;11.226;235.746;11:43;1;224.52;11.226;8.6;;3,2,2,2,56.13,4,11226,235746,0,488194444444444,1,224.52,11226,8.6
1;1;2;2;93.12;8;37.248;782.208;10:09;2;744.96;37.248;6.8;;1,1,2,2,93.12,8,37248,782208,0,422916666666667,2,744.96,37248,6.8
1;1;1;1;51.34;8;20.536;431.256;10:00;1;410.72;20.536;7.6;;1,1,1,1,51.34,8,20536,431256,0,416666666666667,1,410.72,20536,7.6
1;1;1;2;99.6;3;14.94;313.74;18:45;2;298.8;14.94;5.8;;1,1,1,2,99.6,3,14.94,313.74,0,78125,2,298.8,14.94,5.8
3;2;2;2;35.49;6;10.647;223.587;12:40;2;212.94;10.647;4.1;;3,2,2,2,35.49,6,10647,223587,0,527777777777778,2,212.94,10647,4.1
3;2;1;1;42.85;1;21.425;449.925;15:36;3;42.85;21.425;9.3;;3,2,1,1,42.85,1,21425,449925,0,65,3,42.85,21425,9.3
1;1;2;2;94.67;4;18.934;397.614;12:04;2;378.68;18.934;6.8;;1,1,2,2,94.67,4,18934,397614,0,502777777777778,2,378.68,18934,6.8
2;3;2;1;68.97;3;103.455;2.172.555;11:26;1;206.91;103.455;8.7;;2,3,2,1,68.97,3,103455,2172555,0,476388888888889,1,206.91,103455,8.7
2;3;1;2;26.26;3;3.939;82.719;12:36;1;78.78;3.939;6.3;;2,3,1,2,26.26,3,3939,82719,0,525,1,78.78,3939,6.3
3;2;1;2;35.79;9;161.055;3.382.155;15:06;3;322.11;161.055;5.1;;3,2,1,2,35.79,9,161055,3382155,0,629166666666667,3,322.11,161055,5.1
2;3;2;2;16.37;6;4.911;103.131;10:58;2;98.22;4.911;7;;2,3,2,2,16.37,6,4911,103131,0,456944444444444,2,98.22,4911,7
3;2;1;2;12.73;2;1.273;26.733;12:10;3;25.46;1.273;5.2;;3,2,1,2,12.73,2,1273,26733,0,506944444444444,3,25.46,1273,5.2
3;2;2;2;83.14;7;29.099;611.079;10:31;3;581.98;29.099;6.6;;3,2,2,2,83.14,7,29099,611079,0,438194444444444,3,581.98,29099,6.6
3;2;1;2;35.22;6;10.566;221.886;13:49;1;211.32;10.566;6.5;;3,2,1,2,35.22,6,10566,221886,0,575694444444444,1,211.32,10566,6.5
2;3;2;2;13.78;4;2.756;57.876;11:10;1;55.12;2.756;9;;2,3,2,2,13.78,4,2756,57876,0,465277777777778,1,55.12,2756,9
2;3;1;1;88.31;1;44.155;927.255;17:38;3;88.31;44.155;5.2;;2,3,1,1,88.31,1,44155,927255,0,734722222222222,3,88.31,44155,5.2
1;1;1;2;39.62;9;17.829;374.409;17:54;3;356.58;17.829;6.8;;1,1,1,2,39.62,9,17829,374409,0,745833333333333,3,356.58,17829,6.8
2;3;2;2;88.25;9;397.125;8.339.625;20:51;3;794.25;397.125;7.6;;2,3,2,2,88.25,9,397125,8339625,0,86875,3,794.25,397125,7.6
2;3;2;1;25.31;2;2.531;53.151;19:26;1;50.62;2.531;7.2;;2,3,2,1,25.31,2,2531,53151,0,809722222222222,1,50.62,2531,7.2
2;3;2;1;99.92;6;29.976;629.496;13:33;1;599.52;29.976;7.1;;2,3,2,1,99.92,6,29976,629496,0,564583333333333,1,599.52,29976,7.1
3;2;1;2;83.35;2;8.335;175.035;14:05;3;166.7;8.335;9.5;;3,2,1,2,83.35,2,8335,175035,0,586805555555556,3,166.7,8335,9.5
1;1;2;2;74.44;10;37.22;781.62;11:40;1;744.4;37.22;5.1;;1,1,2,2,74.44,10,37.22,781.62,0,486111111111111,1,744.4,37.22,5.1
3;2;2;1;64.08;7;22.428;470.988;12:27;1;448.56;22.428;7.6;;3,2,2,1,64.08,7,22428,470988,0,51875,1,448.56,22428,7.6
2;3;2;2;63.15;6;18.945;397.845;20:24;1;378.9;18.945;9.8;;2,3,2,2,63.15,6,18945,397845,0,85,1,378.9,18945,9.8
3;2;1;1;85.72;3;12.858;270.018;20:59;1;257.16;12.858;5.1;;3,2,1,1,85.72,3,12858,270018,0,874305555555556,1,257.16,12858,5.1
3;2;2;2;78.89;7;276.115;5.798.415;19:48;1;552.23;276.115;7.5;;3,2,2,2,78.89,7,276115,5798415,0,825,1,552.23,276115,7.5
1;1;2;2;89.48;5;22.37;469.77;10:18;2;447.4;22.37;7.4;;1,1,2,2,89.48,5,22.37,469.77,0,429166666666667,2,447.4,22.37,7.4
1;1;1;2;92.09;3;138.135;2.900.835;16:27;2;276.27;138.135;4.2;;1,1,1,2,92.09,3,138135,2900835,0,685416666666667,2,276.27,138135,4.2
3;2;2;2;57.29;6;17.187;360.927;17:04;1;343.74;17.187;5.9;;3,2,2,2,57.29,6,17187,360927,0,711111111111111,1,343.74,17187,5.9
1;1;2;1;66.52;4;13.304;279.384;18:14;1;266.08;13.304;6.9;;1,1,2,1,66.52,4,13304,279384,0,759722222222222,1,266.08,13304,6.9
3;2;1;1;99.82;9;44.919;943.299;10:43;2;898.38;44.919;6.6;;3,2,1,1,99.82,9,44919,943299,0,446527777777778,2,898.38,44919,6.6
1;1;2;2;45.68;10;22.84;479.64;19:30;1;456.8;22.84;5.7;;1,1,2,2,45.68,10,22.84,479.64,0,8125,1,456.8,22.84,5.7
1;1;2;1;50.79;5;126.975;2.666.475;14:53;3;253.95;126.975;5.3;;1,1,2,1,50.79,5,126975,2666475,0,620138888888889,3,253.95,126975,5.3
1;1;1;1;10.08;7;3.528;74.088;20:14;2;70.56;3.528;4.2;;1,1,1,1,10.08,7,3528,74088,0,843055555555556,2,70.56,3528,4.2
1;1;2;2;93.88;7;32.858;690.018;11:51;3;657.16;32.858;7.3;;1,1,2,2,93.88,7,32858,690018,0,49375,3,657.16,32858,7.3
3;2;1;1;84.25;2;8.425;176.925;14:13;3;168.5;8.425;5.3;;3,2,1,1,84.25,2,8425,176925,0,592361111111111,3,168.5,8425,5.3
2;3;1;1;53.78;1;2.689;56.469;20:13;1;53.78;2.689;4.7;;2,3,1,1,53.78,1,2689,56469,0,842361111111111,1,53.78,2689,4.7
3;2;1;1;35.81;5;89.525;1.880.025;18:44;1;179.05;89.525;7.9;;3,2,1,1,35.81,5,89525,1880025,0,780555555555556,1,179.05,89525,7.9
2;3;2;2;26.43;8;10.572;222.012;14:26;1;211.44;10.572;8.9;;2,3,2,2,26.43,8,10572,222012,0,601388888888889,1,211.44,10572,8.9
2;3;1;1;39.91;3;59.865;1.257.165;12:40;1;119.73;59.865;9.3;;2,3,1,1,39.91,3,59865,1257165,0,527777777777778,1,119.73,59865,9.3
2;3;1;2;21.9;3;3.285;68.985;18:43;1;65.7;3.285;4.7;;2,3,1,2,21.9,3,3285,68985,0,779861111111111,1,65.7,3285,4.7
2;3;1;2;62.85;4;12.57;263.97;13:22;1;251.4;12.57;8.7;;2,3,1,2,62.85,4,12.57,263.97,0,556944444444444,1,251.4,12.57,8.7
3;2;1;2;21.04;4;4.208;88.368;13:58;2;84.16;4.208;7.6;;3,2,1,2,21.04,4,4208,88368,0,581944444444444,2,84.16,4208,7.6
2;3;1;1;65.91;6;19.773;415.233;11:45;2;395.46;19.773;5.7;;2,3,1,1,65.91,6,19773,415233,0,489583333333333,2,395.46,19773,5.7
1;1;2;2;42.57;7;148.995;3.128.895;11:51;2;297.99;148.995;6.8;;1,1,2,2,42.57,7,148995,3128895,0,49375,2,297.99,148995,6.8
3;2;1;1;50.49;9;227.205;4.771.305;17:16;2;454.41;227.205;5.4;;3,2,1,1,50.49,9,227205,4771305,0,719444444444444,2,454.41,227205,5.4
2;3;2;1;46.02;6;13.806;289.926;15:55;2;276.12;13.806;7.1;;2,3,2,1,46.02,6,13806,289926,0,663194444444444,2,276.12,13806,7.1
3;2;2;2;15.8;10;7.9;165.9;12:07;2;158;7.9;7.8;;3,2,2,2,15.8,10,7.9,165.9,0,504861111111111,2,158,7.9,7.8
1;1;1;2;98.66;9;44.397;932.337;15:07;2;887.94;44.397;8.4;;1,1,1,2,98.66,9,44397,932337,0,629861111111111,2,887.94,44397,8.4
3;2;1;1;91.98;1;4.599;96.579;15:29;2;91.98;4.599;9.8;;3,2,1,1,91.98,1,4599,96579,0,645138888888889,2,91.98,4599,9.8
1;1;1;1;20.89;2;2.089;43.869;18:45;2;41.78;2.089;9.8;;1,1,1,1,20.89,2,2089,43869,0,78125,2,41.78,2089,9.8
1;1;2;2;15.5;1;0.775;16.275;15:23;3;15.5;0.775;7.4;;1,1,2,2,15.5,1,0.775,16275,0,640972222222222,3,15.5,0.775,7.4
3;2;1;1;96.82;3;14.523;304.983;20:37;2;290.46;14.523;6.7;;3,2,1,1,96.82,3,14523,304983,0,859027777777778,2,290.46,14523,6.7
2;3;2;1;33.33;2;3.333;69.993;14:41;3;66.66;3.333;6.4;;2,3,2,1,33.33,2,3333,69993,0,611805555555556,3,66.66,3333,6.4
2;3;2;2;38.27;2;3.827;80.367;18:18;3;76.54;3.827;5.8;;2,3,2,2,38.27,2,3827,80367,0,7625,3,76.54,3827,5.8
1;1;2;2;33.3;9;14.985;314.685;15:27;1;299.7;14.985;7.2;;1,1,2,2,33.3,9,14985,314685,0,64375,1,299.7,14985,7.2
1;1;1;1;81.01;3;121.515;2.551.815;12:55;3;243.03;121.515;9.3;;1,1,1,1,81.01,3,121515,2551815,0,538194444444444,3,243.03,121515,9.3
1;1;2;2;15.8;3;2.37;49.77;18:02;2;47.4;2.37;9.5;;1,1,2,2,15.8,3,2.37,49.77,0,751388888888889,2,47.4,2.37,9.5
2;3;1;2;34.49;5;86.225;1.810.725;19:44;3;172.45;86.225;9;;2,3,1,2,34.49,5,86225,1810725,0,822222222222222,3,172.45,86225,9
2;3;1;2;84.63;10;42.315;888.615;11:36;3;846.3;42.315;9;;2,3,1,2,84.63,10,42315,888615,0,483333333333333,3,846.3,42315,9
2;3;1;1;36.91;7;129.185;2.712.885;13:51;1;258.37;129.185;6.7;;2,3,1,1,36.91,7,129185,2712885,0,577083333333333,1,258.37,129185,6.7
2;3;2;1;87.08;7;30.478;640.038;15:17;2;609.56;30.478;5.5;;2,3,2,1,87.08,7,30478,640038,0,636805555555556,2,609.56,30478,5.5
1;1;2;1;80.08;3;12.012;252.252;15:29;2;240.24;12.012;5.4;;1,1,2,1,80.08,3,12012,252252,0,645138888888889,2,240.24,12012,5.4
3;2;2;1;86.13;2;8.613;180.873;17:59;2;172.26;8.613;8.2;;3,2,2,1,86.13,2,8613,180873,0,749305555555556,2,172.26,8613,8.2
2;3;1;1;49.92;2;4.992;104.832;11:55;3;99.84;4.992;7;;2,3,1,1,49.92,2,4992,104832,0,496527777777778,3,99.84,4992,7
1;1;2;2;74.66;4;14.932;313.572;10:39;2;298.64;14.932;8.5;;1,1,2,2,74.66,4,14932,313572,0,44375,2,298.64,14932,8.5
2;3;1;1;26.6;6;7.98;167.58;15:10;1;159.6;7.98;4.9;;2,3,1,1,26.6,6,7.98,167.58,0,631944444444444,1,159.6,7.98,4.9
2;3;2;2;25.45;1;12.725;267.225;18:10;3;25.45;12.725;5.1;;2,3,2,2,25.45,1,12725,267225,0,756944444444445,3,25.45,12725,5.1
2;3;2;2;67.77;1;33.885;711.585;20:43;3;67.77;33.885;6.5;;2,3,2,2,67.77,1,33885,711585,0,863194444444444,3,67.77,33885,6.5
3;2;1;1;59.59;4;11.918;250.278;12:46;2;238.36;11.918;9.8;;3,2,1,1,59.59,4,11918,250278,0,531944444444444,2,238.36,11918,9.8
1;1;2;1;58.15;4;11.63;244.23;17:44;2;232.6;11.63;8.4;;1,1,2,1,58.15,4,11.63,244.23,0,738888888888889,2,232.6,11.63,8.4
1;1;1;2;97.48;9;43.866;921.186;14:19;1;877.32;43.866;7.4;;1,1,1,2,97.48,9,43866,921186,0,596527777777778,1,877.32,43866,7.4
3;2;2;1;99.96;7;34.986;734.706;10:33;2;699.72;34.986;6.1;;3,2,2,1,99.96,7,34986,734706,0,439583333333333,2,699.72,34986,6.1
3;2;2;1;96.37;7;337.295;7.083.195;11:40;2;674.59;337.295;6;;3,2,2,1,96.37,7,337295,7083195,0,486111111111111,2,674.59,337295,6
2;3;2;2;63.71;5;159.275;3.344.775;19:30;1;318.55;159.275;8.5;;2,3,2,2,63.71,5,159275,3344775,0,8125,1,318.55,159275,8.5
2;3;2;2;14.76;2;1.476;30.996;14:42;1;29.52;1.476;4.3;;2,3,2,2,14.76,2,1476,30996,0,6125,1,29.52,1476,4.3
2;3;1;1;62;8;24.8;520.8;19:08;3;496;24.8;6.2;;2,3,1,1,62,8,24.8,520.8,0,797222222222222,3,496,24.8,6.2
3;2;1;1;82.34;10;41.17;864.57;19:12;1;823.4;41.17;4.3;;3,2,1,1,82.34,10,41.17,864.57,0,8,1,823.4,41.17,4.3
2;3;1;1;75.37;8;30.148;633.108;15:46;3;602.96;30.148;8.4;;2,3,1,1,75.37,8,30148,633108,0,656944444444444,3,602.96,30148,8.4
1;1;2;2;56.56;5;14.14;296.94;19:06;3;282.8;14.14;4.5;;1,1,2,2,56.56,5,14.14,296.94,0,795833333333333,3,282.8,14.14,4.5
2;3;2;2;76.6;10;38.3;804.3;18:10;1;766;38.3;6;;2,3,2,2,76.6,10,38.3,804.3,0,756944444444445,1,766,38.3,6
1;1;2;1;58.03;2;5.803;121.863;20:46;1;116.06;5.803;8.8;;1,1,2,1,58.03,2,5803,121863,0,865277777777778,1,116.06,5803,8.8
2;3;2;1;17.49;10;8.745;183.645;18:35;1;174.9;8.745;6.6;;2,3,2,1,17.49,10,8745,183645,0,774305555555555,1,174.9,8745,6.6
3;2;1;2;60.95;1;30.475;639.975;11:40;1;60.95;30.475;5.9;;3,2,1,2,60.95,1,30475,639975,0,486111111111111,1,60.95,30475,5.9
3;2;2;1;40.35;1;20.175;423.675;13:46;1;40.35;20.175;6.2;;3,2,2,1,40.35,1,20175,423675,0,573611111111111,1,40.35,20175,6.2
2;3;2;2;97.38;10;48.69;1022.49;17:16;1;973.8;48.69;4.4;;2,3,2,2,97.38,10,48.69,1022.49,0,719444444444444,1,973.8,48.69,4.4
1;1;1;1;31.84;1;1.592;33.432;13:22;2;31.84;1.592;7.7;;1,1,1,1,31.84,1,1592,33432,0,556944444444444,2,31.84,1592,7.7
1;1;2;1;65.82;1;3.291;69.111;15:33;2;65.82;3.291;4.1;;1,1,2,1,65.82,1,3291,69111,0,647916666666667,2,65.82,3291,4.1
1;1;1;2;88.34;7;30.919;649.299;13:28;2;618.38;30.919;6.6;;1,1,1,2,88.34,7,30919,649299,0,561111111111111,2,618.38,30919,6.6
